Résumé,Clé de ticket,Type de ticket,État,Priorité,Rapporteur,Durée(mn),Création,Description,Champs personnalisés (Action menée),Canal,Entreprise,Utilisateur,Objet principal,Champs personnalisés (Module)
Appel sur échange des projets qui n'existent pas sur KDA Abidjan,OBCS-10314,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,8.45,13/juil./25 06:51,Appel sur échange des projets qui n'existent pas sur KDA Abidjan,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Appel pour échange sur ventilation des opérations comptables,OBCS-10313,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.05,13/juil./25 06:49,Appel pour échange sur ventilation des opérations comptables,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
"Appel pour demande d'assistance sur stock initial, séance à planifier",OBCS-10312,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.54,13/juil./25 06:48,"Appel pour demande d'assistance sur stock initial, séance à planifier

",Explication en ligne,Appel Téléphonique,EDIPRESSE,,Planning Séance de travail,
Appel pour prise en main sur bug etat des cotisations + Recap CMU,OBCS-10311,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.56,13/juil./25 06:46,Appel pour prise en main sur bug etat des cotisations + Recap CMU,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour confirmer séance de travail en présentiel,OBCS-10309,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.35,13/juil./25 06:42,Appel pour confirmer séance de travail en présentiel,Explication en ligne,Appel Téléphonique,LABOGEM,,Planning Séance de travail,
Assistance en ligne + ajout dans le workflow pour les expression de besoin d'un type d'achat,OBCS-10308,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.18,13/juil./25 06:40,Assistance en ligne + ajout dans le workflow pour les expression de besoin d'un type d'achat,Autres (Précisez dans la description),Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Appel pour relever le point sur la ventilation des écritures manuels comme projet de catégorie 2,OBCS-10307,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.4,13/juil./25 06:38,Appel pour relever le point sur la ventilation des écritures manuels comme projet de catégorie 2,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Appel pour relancer sur bug brut Fiscal pour traitement urgent,OBCS-10306,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.54,13/juil./25 06:36,Appel pour relancer sur bug brut Fiscal pour traitement urgent,Explication en ligne,Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Appel pour signaler bug sur Import BL + Relance sur requête modèle attestation de travail,OBCS-10305,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,5.42,13/juil./25 06:35,Appel pour signaler bug sur Import BL + Relance sur requête modèle attestation de travail,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour demander la révision des éléments du brut du salarié Coulibaly,OBCS-10304,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.28,13/juil./25 06:33,Appel pour demander la révision des éléments du brut du salarié Coulibaly,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour échange à nouveau sur modèle de facture vente,OBCS-10303,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,5.57,13/juil./25 06:31,Appel pour échange à nouveau sur modèle de facture vente,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour confirmation clôture d'exercice + confirmation par mail + Demande assistance sur création de budget,OBCS-10302,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.09,13/juil./25 06:29,Appel pour confirmation clôture d'exercice + confirmation par mail + Demande assistance sur création de budget,Explication en ligne,Appel Téléphonique,JOEL K PROPERTIES,,Autres,
Appel pour échanger sur les changements à faire sur le modèle de facture vente,OBCS-10301,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,6.8,13/juil./25 06:27,Appel pour échanger sur les changements à faire sur le modèle de facture vente,Explication en ligne,Appel Téléphonique,ARIC,,Relance sur Requête en cours,
Appel pour confirmation du traitement du point lié à la rubrique du salaire,OBCS-10233,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,9.32,04/juil./25 16:31,Appel pour confirmation du traitement du point lié à la rubrique du salaire,Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Assistance de Mme Zagbayou pour prise en compte d'une rubrique,OBCS-10232,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,5.34,04/juil./25 16:29,"Assistance de Mme Zagbayou pour prise en compte d'une rubrique

",Explication en ligne,Appel Téléphonique,EDIPRESSE,,Assistance,
Appel pour demander traitement paie pour le solde de tout compte de Sanga Coulibaly,OBCS-10231,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.3,04/juil./25 16:26,Appel pour demander traitement paie pour le solde de tout compte de Sanga Coulibaly,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Rappel après traitement du point pour vérification,OBCS-10230,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.31,04/juil./25 16:24,Rappel après traitement du point pour vérification,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour signaler non prise incrémentation numéro de facture + Code client,OBCS-10229,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.1,04/juil./25 16:23,Appel pour signaler non prise incrémentation numéro de facture + Code client,Explication en ligne,Appel Téléphonique,ARIC,,Relance sur Bug en cours,
Appel afin d'avoir un état d'avancement de la suppression des mouvements de stock,OBCS-10228,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.39,04/juil./25 16:20,Appel afin d'avoir un état d'avancement de la suppression des mouvements de stock,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour état d'avancement sur comptabilité analytique à intégrer,OBCS-10227,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.39,04/juil./25 16:19,Appel pour état d'avancement sur comptabilité analytique à intégrer,Explication en ligne,Appel Téléphonique,SIT BTP,,Autres,
Appel pour signaler un problème lié à l'enregistrement de devis à partir de CRM,OBCS-10226,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.43,04/juil./25 16:17,Appel pour signaler un problème lié à l'enregistrement de devis à partir de CRM,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour signifier envoie plan analytique + Echanges,OBCS-10163,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.04,29/juin/25 08:19,Appel pour signifier envoie plan analytique + échanges,Explication en ligne,Appel Téléphonique,SIT BTP,,Autres,
Appel pour faire un retour après traitement des rubriques,OBCS-10162,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.55,29/juin/25 08:17,Appel pour faire un retour après traitement des rubriques,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appelle pour assistance sur modification rubriques pour salaire,OBCS-10161,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.37,29/juin/25 08:15,Appelle pour assistance sur modification rubriques pour salaire,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel pour revue des points sur Devis,OBCS-10160,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,26.5,29/juin/25 08:13,Appel pour revue des points sur Devis,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour confirmation séance de travail en ligne : Requêtes,OBCS-10159,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.54,29/juin/25 08:11,Appel pour confirmation séance de travail en ligne : Requêtes,Explication en ligne,Appel Téléphonique,ARIC,,Planning Séance de travail,
Appel pour assistance sur accès caisse,OBCS-10158,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.5,29/juin/25 07:41,Appel pour assistance sur accès caisse,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour relance sur paiement à effectuer,OBCS-10157,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.2,29/juin/25 07:39,Appel pour relance sur paiement à effectuer,Explication en ligne,Appel Téléphonique,CILAGRI,,Autres,
Appel pour relance sur paiement à effectuer,OBCS-10156,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.29,29/juin/25 07:37,Appel pour relance sur paiement à effectuer,Explication en ligne,Appel Téléphonique,CILAGRI,,Assistance,
Appel pour relance sur paiement à effectuer,OBCS-10155,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.35,29/juin/25 07:36,Appel pour relance sur paiement à effectuer,Explication en ligne,Appel Téléphonique,CILAGRI,,Autres,
Rappel après appel manqué pour signaler report du paiement à la semaine prochaine,OBCS-10154,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.02,29/juin/25 07:34,Rappel après appel manqué pour signaler report du paiement à la semaine prochaine,Explication en ligne,Appel Téléphonique,EGBV,,Assistance,
Relance sur bug écart balance constaté,OBCS-10153,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.24,29/juin/25 07:32,Relance sur bug écart balance constaté,Explication en ligne,Appel Téléphonique,EJARA,,Relance sur Bug en cours,
Appel du DG pour demande de création d'un compte utilisateur pour la caisse,OBCS-10089,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.4,22/juin/25 12:14,Appel du DG pour demande de création d'un compte utilisateur pour la caisse,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour signaler bug sur bon de commande non validée mais pour lequel on peut imprimer le document,OBCS-10088,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.26,22/juin/25 12:12,Appel pour signaler bug sur bon de commande non validée mais pour lequel on peut imprimer le document,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Relance sur Bug en cours,
Assistance sur caisse + Gestion des accès + Présentation écriture manuelle,OBCS-10087,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,22.17,22/juin/25 12:09,Assistance sur caisse + Gestion des accès + Présentation écriture manuelle,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel de M. Yoh pour traitement d'urgence de Workflow + Planification présentation aux informaticiens,OBCS-10086,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.26,22/juin/25 12:07,Appel de M. Yoh pour traitement d'urgence de Workflow + Planification présentation aux informaticiens,Explication en ligne,Appel Téléphonique,FIRST CAPITAL,,Assistance,
Rappel après appel manqué : Accès Plan comptable + Planification séance de travail,OBCS-10085,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.56,22/juin/25 12:05,Rappel après appel manqué : Accès Plan comptable + Planification séance de travail,Explication en ligne,Appel Téléphonique,2AAZ,,Autres,
"Echange pour avoir un retour sur délais de traitement amélioration ""Duplication Budget""",OBCS-10084,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.45,22/juin/25 12:03,"Echange pour avoir un retour sur délais de traitement amélioration ""Duplication Budget""",Explication en ligne,Chat SMS,ARIC,,Relance sur Requête en cours,
Revue Opération Caisse,OBCS-10037,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,40,20/juin/25 20:36,Revue Opération Caisse,Explication en ligne,"Online (Google Meet, Teams...)",SIS,,Assistance,
Appel pour échange sur planification séance de gouvernance chez K&D,OBCS-9901,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.37,13/juin/25 20:06,Appel pour échange sur planification séance de gouvernance chez K&D,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Planning Séance de travail,
Appel pour demande d'accès à M. Sare,OBCS-9899,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.15,13/juin/25 20:04,Appel pour demande d'accès à M. Sare,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour échange sur prise en compte de la nouvelle reforme de la DGI sur l'enregistrement des factures ventes,OBCS-9898,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.44,13/juin/25 20:02,Appel pour échange sur prise en compte de la nouvelle reforme de la DGI sur l'enregistrement des factures ventes,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour confirmer séance de travail + Décalage d'une heure,OBCS-9897,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.54,13/juin/25 20:00,Appel pour confirmer séance de travail + Décalage d'une heure,Explication en ligne,Appel Téléphonique,ARIC,,Planning Séance de travail,
Rappel après appel manqué pour assistance stock initial vs mouvement de stock,OBCS-9830,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.28,07/juin/25 07:34,Rappel après appel manqué pour assistance stock initial vs mouvement de stock,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour confirmation de doublons + Suppressions dans le grand livre,OBCS-9829,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.25,07/juin/25 07:32,Appel pour confirmation de doublons + Suppressions dans le grand livre,Explication en ligne,Appel Téléphonique,SIS,,Autres,
Appel pour replanification séance de travail avec le DG,OBCS-9828,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.19,07/juin/25 07:29,Appel pour replanification séance de travail avec le DG,Explication en ligne,Appel Téléphonique,SIE-TRAVAUX,,Planning Séance de travail,
Appel pour relancer sur le sujet de Total Cotisation,OBCS-9770,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.11,30/mai/25 20:34,Appel pour relancer sur le sujet de Total Cotisation,Explication en ligne,Appel Téléphonique,ARIC,,Relance sur Bug en cours,
Appel pour revue workflow Achat sur une expression de besoin,OBCS-9260,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.42,21/mars/25 19:04,Appel pour revue workflow Achat sur une expression de besoin,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Appel pour révision Ancienneté de certains collaborateurs,OBCS-9259,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.51,21/mars/25 19:02,Appel pour révision Ancienneté de certains collaborateurs,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Relance sur Bug en cours,
Appel sur explication sur process Caisse,OBCS-9258,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,7.02,21/mars/25 19:00,Appel sur explication sur process Caisse,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour planification séance de travail avec la comptabilité,OBCS-9253,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.22,21/mars/25 18:59,Appel pour planification séance de travail avec la comptabilité,Explication en ligne,Appel Téléphonique,ARIC,,Planning Séance de travail,
"Assistance sur facturation Achat, vente + comptabilisation",OBCS-9247,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,27.39,21/mars/25 18:57,"Assistance sur facturation Achat, vente + comptabilisation",Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel pour demande d'assistance sur facture Achat,OBCS-9246,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,5.42,21/mars/25 18:55,Appel pour demande d'assistance sur facture Achat,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
"Assistance sur process Achat + RH, revue comptabilisation",OBCS-9245,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,20.48,21/mars/25 18:53,"Assistance sur process Achat + RH, revue comptabilisation",Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Assistance sur process Achat + RH,OBCS-9242,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,18.34,21/mars/25 18:51,Assistance sur process Achat + RH,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Assistance sur process Achat + RH,OBCS-9240,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.14,21/mars/25 18:50,Assistance sur process Achat + RH,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel pour signaler non réception du bulletin de M. Kessin,OBCS-8879,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.08,09/févr./25 11:12,Appel pour signaler non réception du bulletin de M. Kessin,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel de signifier l'idée de la prise en compte de certaines rubriques pour le personnel fonctionnaire,OBCS-8878,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.13,09/févr./25 11:09,Appel de signifier l'idée de la prise en compte de certaines rubriques pour le personnel fonctionnaire,Explication en ligne,Appel Téléphonique,CSCTICAO,,Autres,
Appel pour discuter des rubriques à prendre en compte dans le brut,OBCS-8877,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,8.21,09/févr./25 11:07,Appel pour discuter des rubriques à prendre en compte dans le brut,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appeler Mme Sanankoua afin d'avoir clairement les élements pris en compte du brut,OBCS-8876,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,7.11,09/févr./25 11:00,Appeler Mme Sanankoua afin d'avoir clairement les élements pris en compte du brut,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour avoir état des calculs de salaire et écarts constatés,OBCS-8875,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.08,09/févr./25 10:58,Appel pour avoir état des calculs de salaire et écarts constatés,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Rappel pour avoir état du traitement du bug sur les grades,OBCS-8874,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.19,09/févr./25 10:53,Rappel pour avoir état du traitement du bug sur les grades,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Bug en cours,
Appel pour signaler non déversement des grades.,OBCS-8873,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.1,09/févr./25 10:50,Appel pour signaler non déversement des grades.,Autres (Précisez dans la description),Appel Téléphonique,S-TEL,,Relance sur Bug en cours,
"Suivi coût projet : Appel pour signaler les montants récupérer en TTC, l'idée est de pouvoir les avoir en HT",OBCS-8872,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.27,09/févr./25 10:49,"Suivi coût projet : Appel pour signaler les montants récupérer en TTC, l'idée est de pouvoir les avoir en HT",Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Appel pour demande assistance gestionnaire de stock,OBCS-8716,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2,02/févr./25 10:52,Appel pour demande assistance gestionnaire de stock,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour demander modification workflow,OBCS-8715,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.52,02/févr./25 10:50,Appel pour demander modification workflow,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Requête en cours,
Appel pour révision des comptes tiers salarié pour la caisse,OBCS-8714,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.59,02/févr./25 10:48,Appel pour révision des comptes tiers salarié pour la caisse,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour signaler non réception du belletin de M. Kessin,OBCS-8713,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.23,02/févr./25 10:44,Appel pour signaler non réception du belletin de M. Kessin,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel pour signifier traitement de la paie avec une rubrique qui n'affiche pas,OBCS-8712,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.15,02/févr./25 10:42,Appel pour signifier traitement de la paie avec une rubrique qui n'affiche pas,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel pour relancer sur séance de travail prévue en ligne,OBCS-8711,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,4.15,02/févr./25 10:40,Appel pour relancer sur séance de travail prévue en ligne,Explication en ligne,Appel Téléphonique,2AAZ,,Planning Séance de travail,
Appel pour signifier envoie de la proforma par mail,OBCS-8710,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.39,02/févr./25 10:38,Appel pour signifier envoie de la proforma par mail,Explication en ligne,Appel Téléphonique,CSCTICAO,,Autres,
Appel pour relancer sur recherche de proforma pour valider facture,OBCS-8709,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.41,02/févr./25 10:37,Appel pour relancer sur recherche de proforma pour valider facture,Explication en ligne,Appel Téléphonique,CSCTICAO,,Autres,
Appel pour signaler 2 points traités : l'automatisation des primes/indemnités + Filtre sur fichier du personnel,OBCS-8596,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.59,25/janv./25 14:10,Appel pour signaler 2 points traités : l'automatisation des primes/indemnités + Filtre sur fichier du personnel,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour planifier séance de travail avec M. Yoh,OBCS-8595,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.34,25/janv./25 14:06,Appel pour planifier séance de travail avec M. Yoh,Explication en ligne,Appel Téléphonique,FIRST CAPITAL,,Assistance,
Appel pour signaler réception de document,OBCS-8593,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.18,25/janv./25 13:44,Appel pour signaler réception de document,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel pour signifier envoie fichier de recueil de données,OBCS-8588,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.18,25/janv./25 13:13,Appel pour signifier envoie fichier de recueil de données,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel pour faire un point sur le retour du boss +envoi fichier de recueil,OBCS-8587,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.29,25/janv./25 13:02,Appel pour faire un point sur le retour du boss +envoi fichier de recueil,Explication en ligne,Appel Téléphonique,2AAZ,,Assistance,
Appel pour signaler traitement bug sur article,OBCS-8586,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.39,25/janv./25 12:48,Appel pour signaler traitement bug sur article,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour signaler lenteur de la fonctionnalité,OBCS-8585,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.07,25/janv./25 12:41,Appel pour signaler lenteur de la fonctionnalité,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour planifier séance de travail afin d'aborder les sujets de caisse + facturation,OBCS-8584,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.44,25/janv./25 12:21,Appel pour planifier séance de travail afin d'aborder les sujets de caisse + facturation,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour notifier l'envoi du plan comptable pour intégration sur cameroun,OBCS-8583,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.56,25/janv./25 12:13,Appel pour notifier l'envoi du plan comptable pour intégration sur cameroun,Explication en ligne,Appel Téléphonique,ARIC,,Assistance,
Appel pour si202gnaler toujours le non alignement de la paie de Cissé Yasmine du mois de Septembre 2024,OBCS-8505,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.1,18/janv./25 07:22,Appel pour si202gnaler toujours le non alignement de la paie de Cissé Yasmine du mois de Septembre 2024,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Appel pour signaler l'impossibilité d'exporter Tableau récap suivi des coûts projets,OBCS-8504,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.32,18/janv./25 07:20,Appel pour signaler l'impossibilité d'exporter Tableau récap suivi des coûts projets,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Bug en cours,
Appel pour signaler l'inaccessibilité de la GED,OBCS-8503,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.45,18/janv./25 07:17,Appel pour signaler l'inaccessibilité de la GED,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Assistance sur expression de besoin + comptabilité,OBCS-8411,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,6.08,12/janv./25 18:56,Assistance sur expression de besoin + comptabilité,Explication en ligne,Appel Téléphonique,KOFFI & DIABATE,,Assistance,
Assistance sur exercice comptable,OBCS-8410,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.15,12/janv./25 18:55,Assistance sur exercice comptable,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour signaler écriture manuelle vente non pris en compte dans le dashboard,OBCS-8304,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.02,04/janv./25 14:26,Appel pour signaler écriture manuelle vente non pris en compte dans le dashboard,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Assistance pour création d'exercice + calendrier des mois,OBCS-8303,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,9.1,04/janv./25 14:25,Assistance pour création d'exercice + calendrier des mois,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour signaler impossibilité d'enregistrer une demande d'absence,OBCS-8302,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.45,04/janv./25 14:23,Appel pour signaler impossibilité d'enregistrer une demande d'absence,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
Appel pour revue Dashboard dette fournisseurs,OBCS-8259,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,5.4,29/déc./24 13:19,Appel pour revue Dashboard dette fournisseurs,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Planning Séance de travail,
Appel pour prendre nouvelles + planification séance de travail avec la team commerciale,OBCS-8185,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.39,22/déc./24 11:26,Appel pour prendre nouvelles + planification séance de travail avec la team commerciale,Explication en ligne,Appel Téléphonique,EGBV,,Planning Séance de travail,
Appel pour donner cas d'un salarié qui a une partie de son absence en Absence maternité et une autre en congé,OBCS-8184,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,2.25,22/déc./24 11:24,Appel pour donner cas d'un salarié qui a une partie de son absence en Absence maternité et une autre en congé,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Appel pour exprimer difficultés avec la paie,OBCS-8137,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,8.33,15/déc./24 10:07,Appel pour exprimer difficultés avec la paie,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Appel pour confirmation séance de travail,OBCS-8136,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.51,15/déc./24 10:05,Appel pour confirmation séance de travail,Explication en ligne,Appel Téléphonique,CILAGRI,,Planning Séance de travail,
Appel pour planifier séance de travail avec DG pour Jeudi,OBCS-8135,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.13,15/déc./24 10:03,Appel pour planifier séance de travail avec DG pour Jeudi,Explication en ligne,Appel Téléphonique,CILAGRI,,Planning Séance de travail,
Appel pour signaler importation stock initial,OBCS-8134,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.18,15/déc./24 10:01,Appel pour signaler importation stock initial,Explication en ligne,Appel Téléphonique,ENVAL LABORATOIRE,,Assistance,
Assistance sur variable paie,OBCS-7980,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,15.59,06/déc./24 15:27,Assistance sur variable paie,Explication en ligne,Appel Téléphonique,S-TEL,,Assistance,
Appel pour signaler écart sur récupération salaire-projets,OBCS-7979,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,5,06/déc./24 15:24,Appel pour signaler écart sur récupération salaire-projets,Explication en ligne,Appel Téléphonique,S-TEL,,Relance sur Bug en cours,
Relance pour paiement reliquat projet,OBCS-7978,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,0.41,06/déc./24 15:23,Relance pour paiement reliquat projet,Explication en ligne,Appel Téléphonique,COMOE,,Assistance,
Appel pour relancer sur séance de travail à tenir,OBCS-7977,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,1.37,06/déc./24 15:21,Appel pour relancer sur séance de travail à tenir,Séance Google Meet/Zoom,Appel Téléphonique,KORI TRANSPORT,,Présentation,
Appel pour relancer DG sur la séance de travail à tenir et sur le mail envoyé,OBCS-7976,Assistance,Terminé,Priorité 3,Vivien DAKPOGAN,3.58,06/déc./24 15:19,Appel pour relancer DG sur la séance de travail à tenir et sur le mail envoyé,Explication en ligne,Appel Téléphonique,KORI TRANSPORT,,Assistance,
